ID;ZONAL_ID;ZONAL_CODE;ZONAL_NAME;LOCALIDAD_ID;LOCALIDAD_CODE;LOCALIDAD_NAME;SITIO_ID;SITIO_CODE;SITIO_NAME;ELEMENTO_ID;ELEMENTO_SERIAL;Created;ELEMENTO_NAME;TIPOELEMENTO_ID;TIPOELEMENTO_NAME;MARCA_ID;MARCA_NAME;MODELO_ID;MODELO_NAME;FLAG_ACTIVO;FECHA_INGRESO;FECHA_BAJA;LATITUD;LONGITUD;REGION;PROVINCIA;COMUNA;ELEMENTO_RED_COR;EQUIPO;Updated;CANT_RESIDENCIAL_TEL;CANT_RESIDENCIAL_TV;CANT_RESIDENCIAL_INT;CANT_RESIDENCIAL_TOTAL;CANT_EMPRESA_EMPRESAS;CANT_EMPRESA_TELCOS;CANT_EMPRESA_TOTAL;SEVERIDAD;AVISO_SUBTEL;ESTADO;CODI_EMPRESA_SSOT;CODIGO_SERVICIO;NOMBRE_SERVICIO;CODIGO_COMPONENTE;KEY_COMPONENTE;NOMBRE_COMPONENTE;ID_FINAL;
9472-RAHU-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;59;RAHU;RAHUE;10537749;9472-RAHU-IPOBRIDGE;;9472-RAHU-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"40°34'42.96""";"73°06'56.88""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9472-RAHU-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76749;
9476-RBNO-IPOBRIDGE;7;OS;OSORNO;80;RBNO;RIO BUENO;2348;RBNO;RIO BUENO;10537750;9476-RBNO-IPOBRIDGE;;9476-RBNO-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"40°20'08.52""";"72°57'23.76""";REGI�N DE LOS R�OS;PROVINCIA DE RANCO;R�O BUENO;9476-RBNO-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76750;
9470-LUNN-IPOBRIDGE;7;OS;OSORNO;74;LUNN;LA UNION;56;LUNN;LA UNION;10537751;9470-LUNN-IPOBRIDGE;;9470-LUNN-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"40°17'50.64""";"73°05'00.60""";REGI�N DE LOS R�OS;PROVINCIA DE RANCO;LA UNI�N;9470-LUNN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76751;
2543-MRSL-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;2388;MRSL;MIRASOL;10537752;2543-MRSL-IPOBRIDGE;;2543-MRSL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"41°28'27.48""";"72°57'34.92""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2543-MRSL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76752;
2539-VLVC-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;2377;VLVC;VALLE VOLCANES;10537753;2539-VLVC-IPOBRIDGE;;2539-VLVC-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"41°27'27.00""";"72°54'27.00""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2539-VLVC-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76753;
2537-CRDL-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;60;CRDL;CARDONAL;10537754;2537-CRDL-IPOBRIDGE;;2537-CRDL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"41°28'08.40""";"72°57'49.32""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2537-CRDL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76754;
2572-PVRS-IPOBRIDGE;8;PM;PUERTO MONTT;103;PVRS;PUERTO VARAS;64;PVRS;PUERTO VARAS;10537756;2572-PVRS-IPOBRIDGE;;2572-PVRS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"41°19'28.56""";"72°59'18.60""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO VARAS;2572-PVRS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76755;
2538-LLQH-IPOBRIDGE;8;PM;PUERTO MONTT;94;LLQH;LLANQUIHUE;2516;LLQH;LLQH;10537762;2538-LLQH-IPOBRIDGE;;2538-LLQH-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"41°15'19.08""";"73°00'23.76""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;LLANQUIHUE;2538-LLQH-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76756;
2030-THNO-IPOBRIDGE;3;CP;CONCEPCION;54;THNO;TALCAHUANO;2648;THNO;TALCAHUANO;10537764;2030-THNO-IPOBRIDGE;;2030-THNO-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"36°43'17.76""";"73°06'39.24""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;TALCAHUANO;2030-THNO-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76757;
9297-VTRT-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;68;VTRT;VTR TEL;10537765;9297-VTRT-IPOBRIDGE;;9297-VTRT-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"38°44'20.45""";"72°35'20.37""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9297-VTRT-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76758;
2021-INVC-IPOBRIDGE;3;CP;CONCEPCION;53;SPDR;SAN PEDRO;2717;INVC;INVICA CONAVICOOP SUR;10537767;2021-INVC-IPOBRIDGE;;2021-INVC-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"36°54'11.88""";"73°08'52.44""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;SAN PEDRO DE LA PAZ;2021-INVC-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76759;
9282-VCTR-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;67;VCTR;VICTORIA;10537770;9282-VCTR-IPOBRIDGE;;9282-VCTR-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"38°44'54.44""";"72°36'51.58""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9282-VCTR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76760;
9290-PDVL-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;66;PVLD;PEDRO DE VALDIVIA;10537771;9290-PDVL-IPOBRIDGE;;9290-PDVL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"38°43'33.52""";"72°37'20.33""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9290-PDVL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76761;
9096-HFML-IPOBRIDGE;3;CP;CONCEPCION;53;SPDR;SAN PEDRO;48;HFML;HUERTOS FAMILIARES;10537772;9096-HFML-IPOBRIDGE;;9096-HFML-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"36°50'03.49""";"73°06'52.81""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;SAN PEDRO DE LA PAZ;9096-HFML-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76762;
9612-ANCU-IPOBRIDGE;9;CE;CHILOE;40;ANCU;ANCUD;2608;ANCU;ANCUD;10537774;9612-ANCU-IPOBRIDGE;;9612-ANCU-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"41°52'12.72""";"73°49'26.04""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;ANCUD;9612-ANCU-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76763;
9292-VCTR-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;67;VCTR;VICTORIA;10537782;9292-VCTR-IPOBRIDGE;;9292-VCTR-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"38°44'54.44""";"72°36'51.58""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9292-VCTR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76764;
9382-PCHY-IPOBRIDGE;6;VA;VALDIVIA;124;PCHY;PICHOY;2082;PCHY;PICHOY;10537783;9382-PCHY-IPOBRIDGE;;9382-PCHY-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"39°40'58.71""";"73°05'59.07""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9382-PCHY-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76765;
9392-PNGP-IPOBRIDGE;6;VA;VALDIVIA;122;PNGP;PANGUIPULLI;2079;PNGP;PANGUIPULLI;10537789;9392-PNGP-IPOBRIDGE;;9392-PNGP-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"39°38'32.28""";"72°20'03.84""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;PANGUIPULLI;9392-PNGP-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76766;
9381-LANC-IPOBRIDGE;6;VA;VALDIVIA;115;LANC;LANCO;70;LANC;LANCO;10537792;9381-LANC-IPOBRIDGE;;9381-LANC-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;2/7/2019 23:28;;"39°26'59.64""";"72°46'36.12""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;LANCO;9381-LANC-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76767;
9391-PLLC-IPOBRIDGE;6;VA;VALDIVIA;121;PLLC;PAILLACO;2086;PLLC;PAILLACO;10079480;9391-PLLC-IPOBRIDGE;;9391-PLLC-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°04'24.24""";"72°52'26.40""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;PAILLACO;9391-PLLC-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76775;
9396-RSCH-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;2106;RSCH;RENE SCHNEIDER;10079481;9396-RSCH-IPOBRIDGE;;9396-RSCH-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°50'44.52""";"73°12'56.16""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9396-RSCH-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76776;
9390-VLD2-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;43;VLD2;CENTRAL VALDIVIA 2;10079482;9390-VLD2-IPOBRIDGE;;9390-VLD2-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°49'29.77""";"73°13'50.34""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9390-VLD2-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76777;
9380-NBLA-IPOBRIDGE;6;VA;VALDIVIA;120;NBLA;NIEBLA;2088;NBLA;NIEBLA;10079483;9380-NBLA-IPOBRIDGE;;9380-NBLA-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°52'06.60""";"73°24'02.88""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9380-NBLA-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76778;
9389-LAMS-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;71;LAMS;LAS ANIMAS;10079484;9389-LAMS-IPOBRIDGE;;9389-LAMS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°48'44.31""";"73°13'41.72""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9389-LAMS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76779;
9393-LLGS-IPOBRIDGE;6;VA;VALDIVIA;116;LLGS;LOS LAGOS;2101;LLGS;LOS LAGOS;10079485;9393-LLGS-IPOBRIDGE;;9393-LLGS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°51'41.76""";"72°49'04.80""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;LOS LAGOS;9393-LLGS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76780;
9287-LBRZ-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;1979;LBRZ;LABRANZA;10079486;9287-LBRZ-IPOBRIDGE;;9287-LBRZ-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"38°45'42.48""";"72°45'27.72""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9287-LBRZ-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76781;
9291-CRVN-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;2060;CRVNF;FCA CORVALAN TEMUCO;10079488;9291-CRVN-IPOBRIDGE;;9291-CRVN-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9291-CRVN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76782;
9388-ITJA-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;69;ITJA;ISLA TEJA;10079489;9388-ITJA-IPOBRIDGE;;9388-ITJA-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°48'37.08""";"73°15'15.48""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9388-ITJA-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76783;
9720-PCIS-IPOBRIDGE;10;CY;COYHAIQUE;66;PCIS;PTO. CISNES;54;PCIS;PTO. CISNES;10079490;9720-PCIS-IPOBRIDGE;;9720-PCIS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"44°43'58.08""";"72°41'03.48""";REGI�N DE AIS�N DEL GENERAL CARLOS IB��EZ DEL CAMPO;PROVINCIA DE AIS�N;CISNES;9720-PCIS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76784;
2301-VLD1-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;42;VLD1;CENTRAL VALDIVIA 1;10079491;2301-VLD1-IPOBRIDGE;;2301-VLD1-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°48'59.34""";"73°15'15.48""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;2301-VLD1-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76785;
9298-LTRO-IPOBRIDGE;5;TE;TEMUCO;168;LTRO;LAUTARO;2895;LTRO;LAUTARO;10079492;9298-LTRO-IPOBRIDGE;;9298-LTRO-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;LAUTARO;9298-LTRO-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76786;
2032-MLLC-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;2792;MLLCF;FCA - MALL DEL CENTRO RIPLEY;10079493;2032-MLLC-IPOBRIDGE;;2032-MLLC-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;2032-MLLC-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76787;
2535-FRUT-IPOBRIDGE;8;PM;PUERTO MONTT;92;FRUT;FRUTILLAR;2505;FRUT;FRUTILLAR;10079494;2535-FRUT-IPOBRIDGE;;2535-FRUT-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°06'52.92""";"73°03'08.64""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;FRUTILLAR;2535-FRUT-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76788;
2024-CAEV-IPOBRIDGE;3;CP;CONCEPCION;53;SPDR;SAN PEDRO;2776;CAEVF;FCA - CAMINO EL VENADO - SNPD;10079495;2024-CAEV-IPOBRIDGE;;2024-CAEV-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;SAN PEDRO DE LA PAZ;2024-CAEV-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76789;
9299-PDVL-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;66;PVLD;PEDRO DE VALDIVIA;10079497;9299-PDVL-IPOBRIDGE;;9299-PDVL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"38°43'33.52""";"72°37'20.33""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9299-PDVL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76790;
9489-RAHU-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;59;RAHU;RAHUE;10079498;9489-RAHU-IPOBRIDGE;;9489-RAHU-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°34'42.96""";"73°06'56.88""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9489-RAHU-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76791;
9485-PRRQ-IPOBRIDGE;7;OS;OSORNO;78;PRRQ;PURRANQUE;2231;PRRQ;PURRANQUE;10079499;9485-PRRQ-IPOBRIDGE;;9485-PRRQ-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°54'50.04""";"73°09'29.88""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;PURRANQUE;9485-PRRQ-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76792;
2550-CLBC-IPOBRIDGE;8;PM;PUERTO MONTT;84;CLBC;CALBUCO;2560;CLBC;CALBUCO;10079500;2550-CLBC-IPOBRIDGE;;2550-CLBC-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°46'18.48""";"73°07'38.64""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;CALBUCO;2550-CLBC-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76793;
2036-PCVI-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;49;PCVI;PAICAVI;10079501;2036-PCVI-IPOBRIDGE;;2036-PCVI-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"36°48'02.02""";"73°03'30.94""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;2036-PCVI-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76794;
9615-FTLF-IPOBRIDGE;9;CE;CHILOE;93;FTFU;FUTALEUFU;2513;FTFU;FUTALEUFU;10079502;9615-FTLF-IPOBRIDGE;;9615-FTLF-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"43°11'16.80""";"71°51'44.28""";REGI�N DE LOS LAGOS;PROVINCIA DE PALENA;FUTALEUF�;9615-FTLF-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76795;
2035-CAST-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;47;CAST;CASTELLON;10079503;2035-CAST-IPOBRIDGE;;2035-CAST-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"36°49'11.71""";"73°03'03.76""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;2035-CAST-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76796;
9221-BLNS-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;1954;BLN2;BULNES 2;10079504;9221-BLNS-IPOBRIDGE;;9221-BLNS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"38°44'40.56""";"72°35'27.96""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9221-BLNS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76797;
9491-RNGR-IPOBRIDGE;7;OS;OSORNO;81;RNGR;RIO NEGRO;2354;RNGR;RIO NEGRO;10079505;9491-RNGR-IPOBRIDGE;;9491-RNGR-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°47'42.72""";"73°12'59.76""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;R�O NEGRO;9491-RNGR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76798;
2545-LPLM-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;61;LPLM;LA PALOMA;10079506;2545-LPLM-IPOBRIDGE;;2545-LPLM-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°27'15.84""";"72°54'52.56""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2545-LPLM-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76799;
9208-VCTR-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;67;VCTR;VICTORIA;10079507;9208-VCTR-IPOBRIDGE;;9208-VCTR-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"38°44'54.44""";"72°36'51.58""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9208-VCTR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76800;
9482-OSRN-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;57;OSRN;OSORNO;10079509;9482-OSRN-IPOBRIDGE;;9482-OSRN-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°34'14.88""";"73°08'04.56""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9482-OSRN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76801;
2505-MRSL-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;2388;MRSL;MIRASOL;10079510;2505-MRSL-IPOBRIDGE;;2505-MRSL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°28'27.48""";"72°57'34.92""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2505-MRSL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76802;
9733-PAYS-IPOBRIDGE;10;CY;COYHAIQUE;64;PAYS;PTO. AYSEN;53;PAYS;PTO. AYSEN;10079519;9733-PAYS-IPOBRIDGE;;9733-PAYS-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"45°24'38.16""";"72°41'49.92""";REGI�N DE AIS�N DEL GENERAL CARLOS IB��EZ DEL CAMPO;PROVINCIA DE AIS�N;AIS�N;9733-PAYS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76803;
